Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
1,4,2014-08-07,4154,480,1,1,0,1
1,5,2014-08-08,4451,503,1,1,0,1
1,6,2014-08-09,4174,504,1,0,0,1
1,7,2014-08-10,0,0,0,0,0,1
1,1,2014-08-11,3886,505,1,0,0,1
1,2,2014-08-12,3185,421,1,0,0,1
1,3,2014-08-13,4069,496,1,0,0,1
1,4,2014-08-14,3906,481,1,0,0,1
1,5,2014-08-15,3746,479,1,0,0,1
1,6,2014-08-16,4425,544,1,0,0,1
1,7,2014-08-17,0,0,0,0,0,1
1,1,2014-08-18,5623,598,1,1,0,1
1,2,2014-08-19,5190,528,1,1,0,1
1,3,2014-08-20,4280,467,1,1,0,1
1,4,2014-08-21,4327,484,1,1,0,1
1,5,2014-08-22,3971,461,1,1,0,1
1,6,2014-08-23,3582,469,1,0,0,1
1,7,2014-08-24,0,0,0,0,0,1
1,1,2014-08-25,3414,449,1,0,0,1
1,2,2014-08-26,3396,460,1,0,0,1
1,3,2014-08-27,3148,421,1,0,0,1
1,4,2014-08-28,3920,467,1,0,0,1
1,5,2014-08-29,3869,439,1,0,0,1
1,6,2014-08-30,4094,518,1,0,0,1
1,7,2014-08-31,0,0,0,0,0,1
1,1,2014-09-01,5464,561,1,1,0,1
1,2,2014-09-02,5008,564,1,1,0,1
1,3,2014-09-03,4978,539,1,1,0,1
1,4,2014-09-04,4346,507,1,1,0,1
1,5,2014-09-05,4706,553,1,1,0,1
1,6,2014-09-06,3959,515,1,0,0,0
1,7,2014-09-07,0,0,0,0,0,0
1,1,2014-09-08,3676,530,1,0,0,0
1,2,2014-09-09,3377,439,1,0,0,0
1,3,2014-09-10,3275,448,1,0,0,0
1,4,2014-09-11,3392,437,1,0,0,0
1,5,2014-09-12,3906,501,1,0,0,0
1,6,2014-09-13,4270,508,1,0,0,0
1,7,2014-09-14,0,0,0,0,0,0
1,1,2014-09-15,4611,545,1,1,0,0
1,2,2014-09-16,4381,511,1,1,0,0
1,3,2014-09-17,4383,490,1,1,0,0
1,4,2014-09-18,3740,447,1,1,0,0
1,5,2014-09-19,4128,485,1,1,0,0
1,6,2014-09-20,3911,500,1,0,0,0
1,7,2014-09-21,0,0,0,0,0,0
1,1,2014-09-22,3982,466,1,0,0,0
1,2,2014-09-23,3407,437,1,0,0,0
1,3,2014-09-24,3405,465,1,0,0,0
1,4,2014-09-25,2462,378,1,0,0,0
1,5,2014-09-26,3518,442,1,0,0,0
1,6,2014-09-27,3914,464,1,0,0,0
1,7,2014-09-28,0,0,0,0,0,0
1,1,2014-09-29,5280,566,1,1,0,0
1,2,2014-09-30,4919,550,1,1,0,0
1,3,2014-10-01,4712,554,1,1,0,0
1,4,2014-10-02,5400,601,1,1,0,0
1,5,2014-10-03,0,0,0,1,a,0
1,6,2014-10-04,5355,621,1,0,0,0
1,7,2014-10-05,0,0,0,0,0,0
1,1,2014-10-06,5402,608,1,1,0,0
1,2,2014-10-07,5439,556,1,1,0,0
1,3,2014-10-08,4944,518,1,1,0,0
1,4,2014-10-09,4654,527,1,1,0,0
1,5,2014-10-10,4396,539,1,1,0,0
1,6,2014-10-11,4743,557,1,0,0,0
1,7,2014-10-12,0,0,0,0,0,0
1,1,2014-10-13,4033,492,1,0,0,0
1,2,2014-10-14,3681,476,1,0,0,0
1,3,2014-10-15,3775,451,1,0,0,0
1,4,2014-10-16,3430,436,1,0,0,0
1,5,2014-10-17,3720,500,1,0,0,0
1,6,2014-10-18,4169,497,1,0,0,0
1,7,2014-10-19,0,0,0,0,0,0
1,1,2014-10-20,4652,560,1,1,0,1
1,2,2014-10-21,4678,547,1,1,0,1
1,3,2014-10-22,4868,566,1,1,0,1
1,4,2014-10-23,4466,476,1,1,0,1
1,5,2014-10-24,4196,495,1,1,0,1
1,6,2014-10-25,4596,539,1,0,0,1
1,7,2014-10-26,0,0,0,0,0,1
1,1,2014-10-27,4260,475,1,0,0,1
1,2,2014-10-28,3364,439,1,0,0,1
1,3,2014-10-29,3761,449,1,0,0,1
1,4,2014-10-30,4042,492,1,0,0,1
1,5,2014-10-31,4161,512,1,0,0,1
1,6,2014-11-01,6532,731,1,0,0,0
1,7,2014-11-02,0,0,0,0,0,0
1,1,2014-11-03,5857,625,1,1,0,0
1,2,2014-11-04,5253,586,1,1,0,0
1,3,2014-11-05,4838,539,1,1,0,0
1,4,2014-11-06,4785,527,1,1,0,0
1,5,2014-11-07,5220,582,1,1,0,0
1,6,2014-11-08,4720,546,1,0,0,0
1,7,2014-11-09,0,0,0,0,0,0
1,1,2014-11-10,5474,578,1,1,0,0
1,2,2014-11-11,4479,555,1,1,0,0
1,3,2014-11-12,4677,533,1,1,0,0
1,4,2014-11-13,3869,471,1,1,0,0
1,5,2014-11-14,5334,603,1,1,0,0
1,6,2014-11-15,4967,614,1,0,0,0
1,7,2014-11-16,0,0,0,0,0,0
1,1,2014-11-17,3582,491,1,0,0,0
1,2,2014-11-18,3890,529,1,0,0,0
1,3,2014-11-19,3894,494,1,0,0,0
1,4,2014-11-20,4963,635,1,0,0,0
1,5,2014-11-21,4594,570,1,0,0,0
1,6,2014-11-22,5849,678,1,0,0,0
1,7,2014-11-23,0,0,0,0,0,0
1,1,2014-11-24,6527,694,1,1,0,0
1,2,2014-11-25,5815,610,1,1,0,0
1,3,2014-11-26,5328,611,1,1,0,0
1,4,2014-11-27,6144,668,1,1,0,0
1,5,2014-11-28,7195,711,1,1,0,0
1,6,2014-11-29,7066,749,1,0,0,0
1,7,2014-11-30,0,0,0,0,0,0
1,1,2014-12-01,7380,723,1,1,0,0
1,2,2014-12-02,6467,717,1,1,0,0
1,3,2014-12-03,6454,695,1,1,0,0
1,4,2014-12-04,7016,681,1,1,0,0
1,5,2014-12-05,6207,712,1,1,0,0
1,6,2014-12-06,6185,746,1,0,0,0
1,7,2014-12-07,0,0,0,0,0,0
1,1,2014-12-08,4884,610,1,0,0,0
1,2,2014-12-09,4345,559,1,0,0,0
1,3,2014-12-10,4915,619,1,0,0,0
1,4,2014-12-11,5060,587,1,0,0,0
1,5,2014-12-12,5269,617,1,0,0,0
1,6,2014-12-13,7263,850,1,0,0,0
1,7,2014-12-14,0,0,0,0,0,0
1,1,2014-12-15,8069,871,1,1,0,0
1,2,2014-12-16,7739,823,1,1,0,0
1,3,2014-12-17,7523,791,1,1,0,0
1,4,2014-12-18,7785,841,1,1,0,0
1,5,2014-12-19,7558,884,1,1,0,0
1,6,2014-12-20,8367,962,1,0,0,0
1,7,2014-12-21,0,0,0,0,0,0
1,1,2014-12-22,9331,1080,1,0,0,1
1,2,2014-12-23,7959,957,1,0,0,1
1,3,2014-12-24,3659,421,1,0,0,1
1,4,2014-12-25,0,0,0,0,c,1
1,5,2014-12-26,0,0,0,0,c,1
1,6,2014-12-27,6057,684,1,0,0,1
1,7,2014-12-28,0,0,0,0,0,1
1,1,2014-12-29,6463,700,1,0,0,1
1,2,2014-12-30,6466,703,1,0,0,1
1,3,2014-12-31,2605,327,1,0,0,1
1,4,2015-01-01,0,0,0,0,a,1
1,5,2015-01-02,5509,657,1,0,0,1
1,6,2015-01-03,5023,645,1,0,0,1
1,7,2015-01-04,0,0,0,0,0,1
1,1,2015-01-05,6239,712,1,1,0,1
1,2,2015-01-06,4574,595,1,1,0,1
1,3,2015-01-07,4796,603,1,1,0,1
1,4,2015-01-08,3716,457,1,1,0,1
1,5,2015-01-09,3998,494,1,1,0,1
1,6,2015-01-10,4599,566,1,0,0,0
1,7,2015-01-11,0,0,0,0,0,0
1,1,2015-01-12,5346,590,1,1,0,0
1,2,2015-01-13,4924,564,1,1,0,0
1,3,2015-01-14,4541,545,1,1,0,0
1,4,2015-01-15,4295,517,1,1,0,0
1,5,2015-01-16,4161,524,1,1,0,0
1,6,2015-01-17,5255,622,1,0,0,0
1,7,2015-01-18,0,0,0,0,0,0
1,1,2015-01-19,3721,480,1,0,0,0
1,2,2015-01-20,3680,462,1,0,0,0
1,3,2015-01-21,3299,460,1,0,0,0
1,4,2015-01-22,3492,493,1,0,0,0
1,5,2015-01-23,3586,489,1,0,0,0
1,6,2015-01-24,4840,600,1,0,0,0
1,7,2015-01-25,0,0,0,0,0,0
1,1,2015-01-26,4781,566,1,1,0,0
1,2,2015-01-27,4806,532,1,1,0,0
1,3,2015-01-28,4310,537,1,1,0,0
1,4,2015-01-29,5171,573,1,1,0,0
1,5,2015-01-30,5577,616,1,1,0,0
1,6,2015-01-31,5363,638,1,0,0,0
1,7,2015-02-01,0,0,0,0,0,0
1,1,2015-02-02,6038,669,1,1,0,0
1,2,2015-02-03,4901,596,1,1,0,0
1,3,2015-02-04,4672,544,1,1,0,0
1,4,2015-02-05,4394,551,1,1,0,0
1,5,2015-02-06,5022,604,1,1,0,0
1,6,2015-02-07,4663,599,1,0,0,0
1,7,2015-02-08,0,0,0,0,0,0
1,1,2015-02-09,3965,501,1,0,0,0
1,2,2015-02-10,3136,419,1,0,0,0
1,3,2015-02-11,3735,501,1,0,0,0
1,4,2015-02-12,3900,477,1,0,0,0
1,5,2015-02-13,4726,630,1,0,0,0
1,6,2015-02-14,5015,624,1,0,0,0
1,7,2015-02-15,0,0,0,0,0,0
1,1,2015-02-16,4303,478,1,1,0,0
1,2,2015-02-17,4833,512,1,1,0,0
1,3,2015-02-18,4180,509,1,1,0,0
1,4,2015-02-19,4460,507,1,1,0,0
1,5,2015-02-20,4651,548,1,1,0,0
1,6,2015-02-21,4475,547,1,0,0,0
1,7,2015-02-22,0,0,0,0,0,0
1,1,2015-02-23,3598,454,1,0,0,0
1,2,2015-02-24,4054,500,1,0,0,0
1,3,2015-02-25,3875,512,1,0,0,0
1,4,2015-02-26,4042,489,1,0,0,0
1,5,2015-02-27,4708,542,1,0,0,0
1,6,2015-02-28,5289,640,1,0,0,0
1,7,2015-03-01,0,0,0,0,0,0
1,1,2015-03-02,5942,669,1,1,0,0
1,2,2015-03-03,5451,576,1,1,0,0
1,3,2015-03-04,5568,597,1,1,0,0
1,4,2015-03-05,4419,534,1,1,0,0
1,5,2015-03-06,5397,579,1,1,0,0
1,6,2015-03-07,4592,570,1,0,0,0
1,7,2015-03-08,0,0,0,0,0,0
1,1,2015-03-09,3701,485,1,0,0,0
1,2,2015-03-10,3805,491,1,0,0,0
1,3,2015-03-11,4170,521,1,0,0,0
1,4,2015-03-12,3141,405,1,0,0,0
1,5,2015-03-13,3725,493,1,0,0,0
1,6,2015-03-14,5225,599,1,0,0,0
1,7,2015-03-15,0,0,0,0,0,0
1,1,2015-03-16,5695,605,1,1,0,0
1,2,2015-03-17,4806,555,1,1,0,0
1,3,2015-03-18,3858,504,1,1,0,0
1,4,2015-03-19,4748,535,1,1,0,0
1,5,2015-03-20,4057,472,1,1,0,0
1,6,2015-03-21,3909,506,1,0,0,0
1,7,2015-03-22,0,0,0,0,0,0
1,1,2015-03-23,3565,495,1,0,0,0
1,2,2015-03-24,3547,464,1,0,0,0
1,3,2015-03-25,3531,447,1,0,0,0
1,4,2015-03-26,3932,490,1,0,0,0
1,5,2015-03-27,4005,529,1,0,0,0
1,6,2015-03-28,5208,605,1,0,0,0
1,7,2015-03-29,0,0,0,0,0,0
1,1,2015-03-30,6714,697,1,1,0,1
1,2,2015-03-31,6206,589,1,1,0,1
1,3,2015-04-01,6816,707,1,1,0,1
1,4,2015-04-02,6574,722,1,1,0,1
1,5,2015-04-03,0,0,0,1,b,1
1,6,2015-04-04,6709,796,1,0,0,1
1,7,2015-04-05,0,0,0,0,0,1
1,1,2015-04-06,0,0,0,0,b,1
1,2,2015-04-07,4163,555,1,0,0,1
1,3,2015-04-08,4194,500,1,0,0,1
1,4,2015-04-09,3467,430,1,0,0,1
1,5,2015-04-10,3549,428,1,0,0,1
1,6,2015-04-11,4173,525,1,0,0,0
1,7,2015-04-12,0,0,0,0,0,0
1,1,2015-04-13,5377,574,1,1,0,0
1,2,2015-04-14,4648,535,1,1,0,0
1,3,2015-04-15,4110,501,1,1,0,0
1,4,2015-04-16,4116,480,1,1,0,0
1,5,2015-04-17,4718,511,1,1,0,0
1,6,2015-04-18,4594,544,1,0,0,0
1,7,2015-04-19,0,0,0,0,0,0
1,1,2015-04-20,3722,480,1,0,0,0
1,2,2015-04-21,3037,416,1,0,0,0
1,3,2015-04-22,3319,411,1,0,0,0
1,4,2015-04-23,3076,426,1,0,0,0
1,5,2015-04-24,3198,437,1,0,0,0
1,6,2015-04-25,4318,537,1,0,0,0
1,7,2015-04-26,0,0,0,0,0,0
1,1,2015-04-27,5575,574,1,1,0,0
1,2,2015-04-28,5199,552,1,1,0,0
1,3,2015-04-29,5775,579,1,1,0,0
1,4,2015-04-30,6228,650,1,1,0,0
1,5,2015-05-01,0,0,0,1,a,0
1,6,2015-05-02,5850,653,1,0,0,0
1,7,2015-05-03,0,0,0,0,0,0
1,1,2015-05-04,5591,589,1,1,0,0
1,2,2015-05-05,4564,514,1,1,0,0
1,3,2015-05-06,4960,536,1,1,0,0
1,4,2015-05-07,4529,491,1,1,0,0
1,5,2015-05-08,4683,536,1,1,0,0
1,6,2015-05-09,4945,596,1,0,0,0
1,7,2015-05-10,0,0,0,0,0,0
1,1,2015-05-11,3551,453,1,0,0,0
1,2,2015-05-12,3547,438,1,0,0,0
1,3,2015-05-13,3998,523,1,0,0,0
1,4,2015-05-14,0,0,0,0,a,0
1,5,2015-05-15,4178,523,1,0,0,0
1,6,2015-05-16,4431,505,1,0,0,0
1,7,2015-05-17,0,0,0,0,0,0
1,1,2015-05-18,5280,577,1,1,0,0
1,2,2015-05-19,5235,546,1,1,0,0
1,3,2015-05-20,4735,533,1,1,0,0
1,4,2015-05-21,3755,471,1,1,0,0
1,5,2015-05-22,4459,495,1,1,0,0
1,6,2015-05-23,4276,506,1,0,0,0
1,7,2015-05-24,0,0,0,0,0,0
1,1,2015-05-25,0,0,0,0,a,0
1,2,2015-05-26,4211,479,1,0,0,0
1,3,2015-05-27,4083,497,1,0,0,0
1,4,2015-05-28,4111,474,1,0,0,0
1,5,2015-05-29,4656,537,1,0,0,0
1,6,2015-05-30,5592,580,1,0,0,0
1,7,2015-05-31,0,0,0,0,0,0
1,1,2015-06-01,5774,607,1,1,0,0
1,2,2015-06-02,5450,590,1,1,0,0
1,3,2015-06-03,5809,616,1,1,0,0
1,4,2015-06-04,0,0,0,1,a,0
1,5,2015-06-05,5384,609,1,1,0,0
1,6,2015-06-06,4183,460,1,0,0,0
1,7,2015-06-07,0,0,0,0,0,0
1,1,2015-06-08,4071,502,1,0,0,0
1,2,2015-06-09,4102,485,1,0,0,0
1,3,2015-06-10,3591,453,1,0,0,0
1,4,2015-06-11,3627,442,1,0,0,0
1,5,2015-06-12,3695,422,1,0,0,0
1,6,2015-06-13,4256,502,1,0,0,0
1,7,2015-06-14,0,0,0,0,0,0
1,1,2015-06-15,5518,586,1,1,0,0
1,2,2015-06-16,4852,503,1,1,0,0
1,3,2015-06-17,4000,476,1,1,0,0
1,4,2015-06-18,4645,498,1,1,0,0
1,5,2015-06-19,4202,487,1,1,0,0
1,6,2015-06-20,4097,494,1,0,0,0
1,7,2015-06-21,0,0,0,0,0,0
1,1,2015-06-22,3846,489,1,0,0,0
1,2,2015-06-23,3762,447,1,0,0,0
1,3,2015-06-24,3346,414,1,0,0,0
1,4,2015-06-25,3533,433,1,0,0,0
1,5,2015-06-26,3317,420,1,0,0,0
1,6,2015-06-27,4019,463,1,0,0,0
1,7,2015-06-28,0,0,0,0,0,0
1,1,2015-06-29,5197,541,1,1,0,0
1,2,2015-06-30,5735,568,1,1,0,0
1,3,2015-07-01,5223,562,1,1,0,0
1,4,2015-07-02,5558,573,1,1,0,0
1,5,2015-07-03,4665,538,1,1,0,0
1,6,2015-07-04,4797,560,1,0,0,0
1,7,2015-07-05,0,0,0,0,0,0
1,1,2015-07-06,4359,540,1,0,0,0
1,2,2015-07-07,3650,485,1,0,0,0
1,3,2015-07-08,3797,485,1,0,0,0
1,4,2015-07-09,3897,480,1,0,0,0
1,5,2015-07-10,3808,449,1,0,0,0
1,6,2015-07-11,3530,441,1,0,0,0
1,7,2015-07-12,0,0,0,0,0,0
1,1,2015-07-13,5054,553,1,1,0,0
1,2,2015-07-14,5042,544,1,1,0,0
1,3,2015-07-15,4767,550,1,1,0,0
1,4,2015-07-16,4427,517,1,1,0,0
1,5,2015-07-17,4852,519,1,1,0,0
1,6,2015-07-18,4406,512,1,0,0,0
1,7,2015-07-19,0,0,0,0,0,0
1,1,2015-07-20,4395,526,1,0,0,0
1,2,2015-07-21,3558,469,1,0,0,0
1,3,2015-07-22,3464,463,1,0,0,0
1,4,2015-07-23,3769,503,1,0,0,0
1,5,2015-07-24,3706,459,1,0,0,0
1,6,2015-07-25,4364,500,1,0,0,0
1,7,2015-07-26,0,0,0,0,0,0
1,1,2015-07-27,6102,612,1,1,0,1
1,2,2015-07-28,5011,560,1,1,0,1
1,3,2015-07-29,4782,523,1,1,0,1
1,4,2015-07-30,5020,546,1,1,0,1
1,5,2015-07-31,5263,555,1,1,0,1
2,2,2013-01-01,0,0,0,0,a,1
2,3,2013-01-02,4422,650,1,0,0,1
2,4,2013-01-03,4159,555,1,0,0,1
2,5,2013-01-04,4484,574,1,0,0,1
2,6,2013-01-05,2342,324,1,0,0,0
2,7,2013-01-06,0,0,0,0,0,0
2,1,2013-01-07,6775,763,1,1,0,0
2,2,2013-01-08,6318,685,1,1,0,0
2,3,2013-01-09,6763,785,1,1,0,0
2,4,2013-01-10,5618,637,1,1,0,0
2,5,2013-01-11,4810,539,1,1,0,0
2,6,2013-01-12,2630,337,1,0,0,0
2,7,2013-01-13,0,0,0,0,0,0
2,1,2013-01-14,3995,530,1,0,0,0
2,2,2013-01-15,4075,513,1,0,0,0
2,3,2013-01-16,4198,591,1,0,0,0
2,4,2013-01-17,2973,403,1,0,0,0
2,5,2013-01-18,3441,434,1,0,0,0
2,6,2013-01-19,2399,303,1,0,0,0
2,7,2013-01-20,0,0,0,0,0,0
2,1,2013-01-21,6311,662,1,1,0,0
2,2,2013-01-22,5803,656,1,1,0,0
2,3,2013-01-23,5974,690,1,1,0,0
2,4,2013-01-24,5091,582,1,1,0,0
2,5,2013-01-25,4589,522,1,1,0,0
2,6,2013-01-26,2205,303,1,0,0,0
2,7,2013-01-27,0,0,0,0,0,0
2,1,2013-01-28,3549,488,1,0,0,0
2,2,2013-01-29,3461,476,1,0,0,0
2,3,2013-01-30,4446,608,1,0,0,0
2,4,2013-01-31,4340,517,1,0,0,0
2,5,2013-02-01,4545,554,1,0,0,0
2,6,2013-02-02,2956,361,1,0,0,0
2,7,2013-02-03,0,0,0,0,0,0
2,1,2013-02-04,6480,688,1,1,0,0
2,2,2013-02-05,6269,674,1,1,0,0
2,3,2013-02-06,6438,769,1,1,0,0
2,4,2013-02-07,5575,638,1,1,0,0
2,5,2013-02-08,4203,491,1,1,0,0
2,6,2013-02-09,3031,354,1,0,0,0
2,7,2013-02-10,0,0,0,0,0,0
2,1,2013-02-11,4303,582,1,0,0,0
2,2,2013-02-12,3968,504,1,0,0,0
2,3,2013-02-13,5001,678,1,0,0,0
2,4,2013-02-14,4439,574,1,0,0,0
2,5,2013-02-15,3812,494,1,0,0,0
2,6,2013-02-16,2401,290,1,0,0,0
2,7,2013-02-17,0,0,0,0,0,0
2,1,2013-02-18,7493,757,1,1,0,1
2,2,2013-02-19,5734,588,1,1,0,1
2,3,2013-02-20,6116,689,1,1,0,1
2,4,2013-02-21,5276,589,1,1,0,1
2,5,2013-02-22,4552,509,1,1,0,1
2,6,2013-02-23,1919,230,1,0,0,0
2,7,2013-02-24,0,0,0,0,0,0
2,1,2013-02-25,3084,432,1,0,0,0
2,2,2013-02-26,3919,480,1,0,0,0
2,3,2013-02-27,4741,635,1,0,0,0
2,4,2013-02-28,4859,565,1,0,0,0
2,5,2013-03-01,4290,555,1,0,0,0
2,6,2013-03-02,2643,353,1,0,0,0
2,7,2013-03-03,0,0,0,0,0,0
2,1,2013-03-04,7993,790,1,1,0,0
2,2,2013-03-05,6357,660,1,1,0,0
2,3,2013-03-06,6842,806,1,1,0,0
2,4,2013-03-07,5747,640,1,1,0,0
2,5,2013-03-08,4822,594,1,1,0,0
2,6,2013-03-09,2208,281,1,0,0,0
2,7,2013-03-10,0,0,0,0,0,0
2,1,2013-03-11,3778,505,1,0,0,0
2,2,2013-03-12,2991,424,1,0,0,0
2,3,2013-03-13,3874,516,1,0,0,0
2,4,2013-03-14,3964,514,1,0,0,0
2,5,2013-03-15,4181,491,1,0,0,0
2,6,2013-03-16,2956,346,1,0,0,0
2,7,2013-03-17,0,0,0,0,0,0
2,1,2013-03-18,7593,712,1,1,0,0
2,2,2013-03-19,6224,670,1,1,0,0
2,3,2013-03-20,6783,826,1,1,0,0
2,4,2013-03-21,5322,609,1,1,0,0
2,5,2013-03-22,4955,540,1,1,0,0
2,6,2013-03-23,2691,330,1,0,0,0
2,7,2013-03-24,0,0,0,0,0,0
2,1,2013-03-25,8412,844,1,1,0,1
2,2,2013-03-26,6384,702,1,1,0,1
2,3,2013-03-27,7880,892,1,1,0,1
2,4,2013-03-28,7229,801,1,1,0,1
2,5,2013-03-29,0,0,0,1,b,1
2,6,2013-03-30,4406,493,1,0,0,0
2,7,2013-03-31,0,0,0,0,0,0
2,1,2013-04-01,0,0,0,0,b,1
2,2,2013-04-02,3643,507,1,0,0,1
2,3,2013-04-03,4250,600,1,0,0,1
2,4,2013-04-04,4114,542,1,0,0,1
2,5,2013-04-05,3872,470,1,0,0,1
2,6,2013-04-06,2461,315,1,0,0,0
2,7,2013-04-07,0,0,0,0,0,0
2,1,2013-04-08,6696,732,1,1,0,0
2,2,2013-04-09,6574,667,1,1,0,0
2,3,2013-04-10,6520,780,1,1,0,0
2,4,2013-04-11,5301,606,1,1,0,0
2,5,2013-04-12,4334,519,1,1,0,0
2,6,2013-04-13,2561,324,1,0,0,0
2,7,2013-04-14,0,0,0,0,0,0
2,1,2013-04-15,3850,548,1,0,0,0
2,2,2013-04-16,4059,542,1,0,0,0
2,3,2013-04-17,4776,683,1,0,0,0
2,4,2013-04-18,3516,517,1,0,0,0
2,5,2013-04-19,3525,466,1,0,0,0
2,6,2013-04-20,2701,341,1,0,0,0
2,7,2013-04-21,0,0,0,0,0,0
2,1,2013-04-22,6774,719,1,1,0,0
2,2,2013-04-23,5775,634,1,1,0,0
2,3,2013-04-24,6260,766,1,1,0,0
2,4,2013-04-25,4689,571,1,1,0,0
2,5,2013-04-26,4914,604,1,1,0,0
2,6,2013-04-27,2134,297,1,0,0,0
2,7,2013-04-28,0,0,0,0,0,0
2,1,2013-04-29,6707,744,1,1,0,0
2,2,2013-04-30,6872,708,1,1,0,0
2,3,2013-05-01,0,0,0,1,a,0
2,4,2013-05-02,6699,762,1,1,0,0
2,5,2013-05-03,5938,794,1,1,0,0
2,6,2013-05-04,2260,339,1,0,0,0
2,7,2013-05-05,0,0,0,0,0,0
2,1,2013-05-06,3840,511,1,0,0,0
2,2,2013-05-07,4131,542,1,0,0,0
2,3,2013-05-08,5605,752,1,0,0,0
2,4,2013-05-09,0,0,0,0,a,0
2,5,2013-05-10,4888,636,1,0,0,1
2,6,2013-05-11,2702,367,1,0,0,0
2,7,2013-05-12,0,0,0,0,0,0
2,1,2013-05-13,6604,739,1,1,0,0
2,2,2013-05-14,5913,672,1,1,0,0
2,3,2013-05-15,6263,807,1,1,0,0
2,4,2013-05-16,5317,635,1,1,0,0
2,5,2013-05-17,4582,541,1,1,0,0
2,6,2013-05-18,2343,325,1,0,0,0
2,7,2013-05-19,0,0,0,0,0,0
2,1,2013-05-20,0,0,0,0,a,0
2,2,2013-05-21,4548,622,1,0,0,0
2,3,2013-05-22,4663,609,1,0,0,0
2,4,2013-05-23,3916,553,1,0,0,0
2,5,2013-05-24,3778,534,1,0,0,0
2,6,2013-05-25,2823,453,1,0,0,0
2,7,2013-05-26,0,0,0,0,0,0
2,1,2013-05-27,6751,678,1,1,0,0
2,2,2013-05-28,5732,665,1,1,0,0
2,3,2013-05-29,5345,679,1,1,0,0
2,4,2013-05-30,5822,631,1,1,0,0
2,5,2013-05-31,5916,632,1,1,0,0
2,6,2013-06-01,2335,295,1,0,0,0
2,7,2013-06-02,0,0,0,0,0,0
2,1,2013-06-03,6959,753,1,1,0,0
2,2,2013-06-04,6280,709,1,1,0,0
2,3,2013-06-05,6682,823,1,1,0,0
2,4,2013-06-06,4776,580,1,1,0,0
2,5,2013-06-07,5237,587,1,1,0,0
2,6,2013-06-08,2246,306,1,0,0,0
2,7,2013-06-09,0,0,0,0,0,0
2,1,2013-06-10,3786,495,1,0,0,0
2,2,2013-06-11,4233,595,1,0,0,0
2,3,2013-06-12,4638,645,1,0,0,0
2,4,2013-06-13,3763,490,1,0,0,0
2,5,2013-06-14,4437,558,1,0,0,0
2,6,2013-06-15,2724,372,1,0,0,0
2,7,2013-06-16,0,0,0,0,0,0
2,1,2013-06-17,7259,743,1,1,0,0
2,2,2013-06-18,5309,611,1,1,0,0
2,3,2013-06-19,5708,734,1,1,0,0
2,4,2013-06-20,4683,547,1,1,0,0
2,5,2013-06-21,5333,626,1,1,0,0
2,6,2013-06-22,2566,361,1,0,0,0
2,7,2013-06-23,0,0,0,0,0,0
2,1,2013-06-24,4388,562,1,0,0,0
2,2,2013-06-25,3921,533,1,0,0,0
2,3,2013-06-26,4869,684,1,0,0,0
2,4,2013-06-27,4791,575,1,0,0,0
2,5,2013-06-28,5261,664,1,0,0,0
2,6,2013-06-29,3687,428,1,0,0,0
2,7,2013-06-30,0,0,0,0,0,0
2,1,2013-07-01,6336,715,1,1,0,0
2,2,2013-07-02,5862,728,1,1,0,0
2,3,2013-07-03,6527,811,1,1,0,0
2,4,2013-07-04,5820,788,1,1,0,0
2,5,2013-07-05,5288,1036,1,1,0,0
2,6,2013-07-06,4504,1164,1,0,0,0
2,7,2013-07-07,0,0,0,0,0,0
2,1,2013-07-08,4460,565,1,0,0,0
2,2,2013-07-09,4600,582,1,0,0,0
2,3,2013-07-10,5244,735,1,0,0,0
2,4,2013-07-11,4772,593,1,0,0,0
2,5,2013-07-12,4605,560,1,0,0,0
2,6,2013-07-13,2838,357,1,0,0,0
2,7,2013-07-14,0,0,0,0,0,0
2,1,2013-07-15,8528,804,1,1,0,1
2,2,2013-07-16,6670,705,1,1,0,1
2,3,2013-07-17,6219,804,1,1,0,1
2,4,2013-07-18,5907,659,1,1,0,1
2,5,2013-07-19,4885,601,1,1,0,1
2,6,2013-07-20,2670,326,1,0,0,0
2,7,2013-07-21,0,0,0,0,0,0
2,1,2013-07-22,3658,490,1,0,0,1
2,2,2013-07-23,3726,469,1,0,0,1
2,3,2013-07-24,4282,611,1,0,0,1
2,4,2013-07-25,3531,496,1,0,0,1
2,5,2013-07-26,3441,438,1,0,0,1
2,6,2013-07-27,2059,292,1,0,0,0
2,7,2013-07-28,0,0,0,0,0,0
2,1,2013-07-29,7249,717,1,1,0,1
2,2,2013-07-30,6802,702,1,1,0,1
2,3,2013-07-31,8295,942,1,1,0,1
2,4,2013-08-01,5640,643,1,1,0,1
2,5,2013-08-02,4776,545,1,1,0,1
2,6,2013-08-03,2641,353,1,0,0,0
2,7,2013-08-04,0,0,0,0,0,0
2,1,2013-08-05,4066,526,1,0,0,1
2,2,2013-08-06,3434,475,1,0,0,1
2,3,2013-08-07,4467,650,1,0,0,1
2,4,2013-08-08,3949,520,1,0,0,1
2,5,2013-08-09,3551,456,1,0,0,1
2,6,2013-08-10,2624,312,1,0,0,0
2,7,2013-08-11,0,0,0,0,0,0
2,1,2013-08-12,6518,725,1,1,0,1
2,2,2013-08-13,6154,640,1,1,0,1
2,3,2013-08-14,7229,860,1,1,0,1
